SeqNo,Date,UTC Time,Time,IOvector
674,1/17/2019,13:25.2, 000:06:30.113,4194986
675,1/17/2019,13:25.9, 000:06:30.835,4197034
676,1/17/2019,13:26.9, 000:06:31.843,4196010
677,1/17/2019,13:26.9, 000:06:31.880,4194986
678,1/17/2019,13:27.2, 000:06:32.139,4211370
679,1/17/2019,13:28.2, 000:06:33.187,4194986
680,1/17/2019,13:28.7, 000:06:33.619,74410
681,1/17/2019,13:28.8, 000:06:33.696,74282
682,1/17/2019,13:28.9, 000:06:33.807,66090
683,1/17/2019,13:28.9, 000:06:33.823,74282
684,1/17/2019,13:28.9, 000:06:33.843,66090
685,1/17/2019,13:29.0, 000:06:33.960,618
686,1/17/2019,13:29.1, 000:06:34.016,554
687,1/17/2019,13:29.3, 000:06:34.252,682
688,1/17/2019,13:30.3, 000:06:35.255,1049258
689,1/17/2019,13:30.4, 000:06:35.316,1049250
690,1/17/2019,13:30.6, 000:06:35.584,2097830
691,1/17/2019,13:30.8, 000:06:35.697,2097826
692,1/17/2019,13:31.0, 000:06:35.980,4194986
693,1/17/2019,13:33.8, 000:06:38.699,4196010
694,1/17/2019,13:34.8, 000:06:39.775,4194986
695,1/17/2019,13:35.1, 000:06:40.014,148138
696,1/17/2019,13:35.1, 000:06:40.052,147626
697,1/17/2019,13:35.3, 000:06:40.226,131242
698,1/17/2019,13:35.4, 000:06:40.333,426
699,1/17/2019,13:35.4, 000:06:40.392,170
700,1/17/2019,13:35.7, 000:06:40.635,682
701,1/17/2019,13:36.7, 000:06:41.637,262826
702,1/17/2019,13:36.8, 000:06:41.744,262824
703,1/17/2019,13:37.0, 000:06:41.986,524969
704,1/17/2019,13:37.2, 000:06:42.120,524968
705,1/17/2019,13:37.4, 000:06:42.374,4194986
706,1/17/2019,13:38.2, 000:06:43.098,4196010
707,1/17/2019,13:38.5, 000:06:43.490,4198058
708,1/17/2019,13:39.1, 000:06:44.034,4196010
709,1/17/2019,13:39.2, 000:06:44.113,4194986
710,1/17/2019,13:39.4, 000:06:44.392,4211370
711,1/17/2019,13:40.5, 000:06:45.407,4194986
712,1/17/2019,13:40.9, 000:06:45.883,74410
713,1/17/2019,13:41.0, 000:06:45.954,74282
714,1/17/2019,13:41.2, 000:06:46.129,66090
715,1/17/2019,13:41.3, 000:06:46.223,618
716,1/17/2019,13:41.3, 000:06:46.279,554
717,1/17/2019,13:41.6, 000:06:46.516,682
718,1/17/2019,13:42.6, 000:06:47.519,1049258
719,1/17/2019,13:42.6, 000:06:47.578,1049250
720,1/17/2019,13:42.9, 000:06:47.848,2097830
721,1/17/2019,13:43.0, 000:06:47.961,2097826
722,1/17/2019,13:43.3, 000:06:48.238,4194986
723,1/17/2019,13:47.4, 000:06:52.344,4211370
724,1/17/2019,13:48.3, 000:06:53.277,4194986
725,1/17/2019,13:48.9, 000:06:53.820,4203178
726,1/17/2019,13:49.8, 000:06:54.752,4194986
727,1/17/2019,13:50.3, 000:06:55.274,37546
728,1/17/2019,13:50.4, 000:06:55.354,37514
729,1/17/2019,13:50.6, 000:06:55.506,33418
730,1/17/2019,13:50.7, 000:06:55.645,666
731,1/17/2019,13:50.8, 000:06:55.711,650
732,1/17/2019,13:51.0, 000:06:55.957,682
733,1/17/2019,13:52.0, 000:06:56.960,262826
734,1/17/2019,13:52.1, 000:06:57.067,262824
735,1/17/2019,13:52.4, 000:06:57.299,524969
736,1/17/2019,13:52.5, 000:06:57.431,524968
737,1/17/2019,13:52.7, 000:06:57.684,4194986
738,1/17/2019,13:53.5, 000:06:58.414,4197034
739,1/17/2019,13:53.5, 000:06:58.429,4198058
740,1/17/2019,13:54.4, 000:06:59.340,4196010
741,1/17/2019,13:54.5, 000:06:59.468,4194986
742,1/17/2019,13:54.8, 000:06:59.732,4211370
743,1/17/2019,13:55.8, 000:07:00.780,4194986
744,1/17/2019,13:56.3, 000:07:01.217,74410
745,1/17/2019,13:56.3, 000:07:01.290,74282
746,1/17/2019,13:56.4, 000:07:01.376,66090
747,1/17/2019,13:56.6, 000:07:01.558,618
748,1/17/2019,13:56.7, 000:07:01.612,554
749,1/17/2019,13:56.9, 000:07:01.849,682
750,1/17/2019,13:57.9, 000:07:02.851,1049258
751,1/17/2019,13:58.0, 000:07:02.920,1049250
752,1/17/2019,13:58.2, 000:07:03.184,2097830
753,1/17/2019,13:58.4, 000:07:03.301,2097826
754,1/17/2019,13:58.6, 000:07:03.579,4194986
755,1/17/2019,14:01.4, 000:07:06.306,4196010
756,1/17/2019,14:02.4, 000:07:07.373,4194986
757,1/17/2019,14:02.7, 000:07:07.609,148138
758,1/17/2019,14:02.7, 000:07:07.649,147626
759,1/17/2019,14:02.9, 000:07:07.834,131242
760,1/17/2019,14:03.0, 000:07:07.928,426
761,1/17/2019,14:03.0, 000:07:07.986,170
762,1/17/2019,14:03.3, 000:07:08.230,682
763,1/17/2019,14:04.3, 000:07:09.232,262826
764,1/17/2019,14:04.4, 000:07:09.340,262824
765,1/17/2019,14:04.6, 000:07:09.574,524969
766,1/17/2019,14:04.8, 000:07:09.705,524968
767,1/17/2019,14:05.0, 000:07:09.962,4194986
768,1/17/2019,14:05.7, 000:07:10.671,4196010
769,1/17/2019,14:06.6, 000:07:11.582,4196010
770,1/17/2019,14:06.8, 000:07:11.713,4194986
771,1/17/2019,14:07.0, 000:07:11.980,4211370
772,1/17/2019,14:08.1, 000:07:13.021,4194986
773,1/17/2019,14:08.5, 000:07:13.460,74410
774,1/17/2019,14:08.6, 000:07:13.533,74282
775,1/17/2019,14:08.7, 000:07:13.628,66090
776,1/17/2019,14:08.9, 000:07:13.800,618
777,1/17/2019,14:08.9, 000:07:13.857,554
778,1/17/2019,14:09.1, 000:07:14.093,682
779,1/17/2019,14:10.1, 000:07:15.095,1049258
780,1/17/2019,14:10.2, 000:07:15.159,1049250
781,1/17/2019,14:10.5, 000:07:15.422,2097830
782,1/17/2019,14:10.6, 000:07:15.536,2097826
783,1/17/2019,14:10.9, 000:07:15.815,4194986
784,1/17/2019,14:15.0, 000:07:19.933,4211370
785,1/17/2019,14:15.9, 000:07:20.857,4194986
786,1/17/2019,14:16.5, 000:07:21.402,4203178
787,1/17/2019,14:17.4, 000:07:22.332,4194986
788,1/17/2019,14:17.9, 000:07:22.860,37546
789,1/17/2019,14:18.0, 000:07:22.937,37514
790,1/17/2019,14:18.1, 000:07:23.087,33418
791,1/17/2019,14:18.3, 000:07:23.231,666
792,1/17/2019,14:18.4, 000:07:23.297,650
793,1/17/2019,14:18.6, 000:07:23.544,682
794,1/17/2019,14:19.6, 000:07:24.546,262826
795,1/17/2019,14:19.7, 000:07:24.652,262824
796,1/17/2019,14:19.9, 000:07:24.878,524969
797,1/17/2019,14:20.1, 000:07:25.009,524968
798,1/17/2019,14:20.3, 000:07:25.266,4194986
799,1/17/2019,14:21.1, 000:07:26.030,4197034
800,1/17/2019,14:21.3, 000:07:26.214,4198058
801,1/17/2019,14:21.9, 000:07:26.831,4197034
802,1/17/2019,14:21.9, 000:07:26.846,4194986
803,1/17/2019,14:22.0, 000:07:26.909,4196010
804,1/17/2019,14:22.0, 000:07:26.975,4194986
805,1/17/2019,14:22.4, 000:07:27.308,4211370
806,1/17/2019,14:23.4, 000:07:28.323,4194986
807,1/17/2019,14:23.9, 000:07:28.815,74410
808,1/17/2019,14:23.9, 000:07:28.886,74282
809,1/17/2019,14:24.1, 000:07:29.088,66090
810,1/17/2019,14:24.2, 000:07:29.156,618
811,1/17/2019,14:24.3, 000:07:29.212,554
812,1/17/2019,14:24.5, 000:07:29.449,682
813,1/17/2019,14:25.5, 000:07:30.452,1049258
814,1/17/2019,14:25.6, 000:07:30.513,1049250
815,1/17/2019,14:25.8, 000:07:30.777,2097830
816,1/17/2019,14:25.9, 000:07:30.889,2097826
817,1/17/2019,14:26.2, 000:07:31.167,4194986
818,1/17/2019,14:30.3, 000:07:35.272,4211370
819,1/17/2019,14:31.3, 000:07:36.205,4194986
820,1/17/2019,14:31.8, 000:07:36.753,4203178
821,1/17/2019,14:32.7, 000:07:37.678,4194986
822,1/17/2019,14:33.3, 000:07:38.205,37546
823,1/17/2019,14:33.3, 000:07:38.284,37514
824,1/17/2019,14:33.5, 000:07:38.431,33418
825,1/17/2019,14:33.6, 000:07:38.576,666
826,1/17/2019,14:33.7, 000:07:38.643,650
827,1/17/2019,14:33.9, 000:07:38.890,682
828,1/17/2019,14:34.9, 000:07:39.892,262826
829,1/17/2019,14:35.1, 000:07:40.000,262824
830,1/17/2019,14:35.3, 000:07:40.235,524969
831,1/17/2019,14:35.4, 000:07:40.366,524968
832,1/17/2019,14:35.7, 000:07:40.620,4194986
833,1/17/2019,14:36.4, 000:07:41.333,4197034
834,1/17/2019,14:37.4, 000:07:42.323,4196010
835,1/17/2019,14:37.4, 000:07:42.386,4194986
836,1/17/2019,14:37.7, 000:07:42.649,4211370
837,1/17/2019,14:38.7, 000:07:43.694,4194986
838,1/17/2019,14:39.2, 000:07:44.130,74410
839,1/17/2019,14:39.3, 000:07:44.206,74282
840,1/17/2019,14:39.3, 000:07:44.295,66090
841,1/17/2019,14:39.5, 000:07:44.471,618
842,1/17/2019,14:39.6, 000:07:44.526,554
843,1/17/2019,14:39.8, 000:07:44.763,682
844,1/17/2019,14:40.8, 000:07:45.766,1049258
845,1/17/2019,14:40.9, 000:07:45.828,1049250
846,1/17/2019,14:41.1, 000:07:46.093,2097830
847,1/17/2019,14:41.3, 000:07:46.208,2097826
848,1/17/2019,14:41.5, 000:07:46.486,4194986
849,1/17/2019,14:44.3, 000:07:49.226,4196010
850,1/17/2019,14:45.3, 000:07:50.292,4194986
851,1/17/2019,14:45.6, 000:07:50.535,148138
852,1/17/2019,14:45.6, 000:07:50.578,147626
853,1/17/2019,14:45.8, 000:07:50.732,131242
854,1/17/2019,14:45.9, 000:07:50.855,426
855,1/17/2019,14:46.0, 000:07:50.914,170
856,1/17/2019,14:46.2, 000:07:51.157,682
857,1/17/2019,14:47.2, 000:07:52.159,262826
858,1/17/2019,14:47.3, 000:07:52.263,262824
859,1/17/2019,14:47.6, 000:07:52.515,524969
860,1/17/2019,14:47.7, 000:07:52.647,524968
861,1/17/2019,14:48.0, 000:07:52.901,4194986
862,1/17/2019,14:48.7, 000:07:53.619,4196010
863,1/17/2019,14:49.2, 000:07:54.195,4198058
864,1/17/2019,14:49.6, 000:07:54.587,4196010
865,1/17/2019,14:50.0, 000:07:54.905,4211370
866,1/17/2019,14:51.0, 000:07:55.925,4194986
867,1/17/2019,14:51.4, 000:07:56.392,74410
868,1/17/2019,14:51.5, 000:07:56.463,74282
869,1/17/2019,14:51.7, 000:07:56.613,66090
870,1/17/2019,14:51.8, 000:07:56.733,618
871,1/17/2019,14:51.8, 000:07:56.789,554
872,1/17/2019,14:52.1, 000:07:57.026,682
873,1/17/2019,14:53.1, 000:07:58.028,1049258
874,1/17/2019,14:53.1, 000:07:58.093,1049250
875,1/17/2019,14:53.4, 000:07:58.358,2097830
876,1/17/2019,14:53.5, 000:07:58.470,2097826
877,1/17/2019,14:53.8, 000:07:58.748,4194986
878,1/17/2019,14:57.9, 000:08:02.860,4211370
879,1/17/2019,14:58.8, 000:08:03.784,4194986
880,1/17/2019,14:59.4, 000:08:04.334,4203178
881,1/17/2019,15:00.3, 000:08:05.251,4194986
882,1/17/2019,15:00.8, 000:08:05.785,37546
883,1/17/2019,15:00.9, 000:08:05.870,37514
884,1/17/2019,15:01.0, 000:08:05.993,33418
885,1/17/2019,15:01.2, 000:08:06.159,666
886,1/17/2019,15:01.3, 000:08:06.224,650
887,1/17/2019,15:01.5, 000:08:06.471,682
888,1/17/2019,15:02.5, 000:08:07.474,262826
889,1/17/2019,15:02.6, 000:08:07.579,262824
890,1/17/2019,15:02.9, 000:08:07.811,524969
891,1/17/2019,15:03.0, 000:08:07.941,524968
892,1/17/2019,15:03.3, 000:08:08.196,4194986
893,1/17/2019,15:04.0, 000:08:08.927,4197034
894,1/17/2019,15:04.8, 000:08:09.720,4196010
895,1/17/2019,15:05.0, 000:08:09.979,4194986
896,1/17/2019,15:05.3, 000:08:10.245,4211370
897,1/17/2019,15:06.3, 000:08:11.289,4194986
898,1/17/2019,15:06.8, 000:08:11.723,74410
899,1/17/2019,15:06.9, 000:08:11.803,74282
900,1/17/2019,15:07.0, 000:08:11.937,66090
901,1/17/2019,15:07.1, 000:08:12.067,618
902,1/17/2019,15:07.2, 000:08:12.123,554
903,1/17/2019,15:07.4, 000:08:12.360,682
904,1/17/2019,15:08.4, 000:08:13.363,1049258
905,1/17/2019,15:08.5, 000:08:13.429,1049250
906,1/17/2019,15:08.7, 000:08:13.694,2097830
907,1/17/2019,15:08.9, 000:08:13.812,2097826
908,1/17/2019,15:09.1, 000:08:14.093,4194986
909,1/17/2019,15:11.9, 000:08:16.826,4196010
910,1/17/2019,15:13.0, 000:08:17.896,4194986
911,1/17/2019,15:13.2, 000:08:18.134,148138
912,1/17/2019,15:13.2, 000:08:18.176,147626
913,1/17/2019,15:13.4, 000:08:18.351,131242
914,1/17/2019,15:13.5, 000:08:18.454,426
915,1/17/2019,15:13.6, 000:08:18.513,170
916,1/17/2019,15:13.8, 000:08:18.755,682
917,1/17/2019,15:14.8, 000:08:19.757,262826
918,1/17/2019,15:14.9, 000:08:19.860,262824
919,1/17/2019,15:15.2, 000:08:20.102,524969
920,1/17/2019,15:15.3, 000:08:20.233,524968
921,1/17/2019,15:15.5, 000:08:20.492,4194986
922,1/17/2019,15:16.2, 000:08:21.190,4197034
923,1/17/2019,15:17.1, 000:08:22.026,4196010
924,1/17/2019,15:17.2, 000:08:22.128,4194986
925,1/17/2019,15:17.2, 000:08:22.160,4196010
926,1/17/2019,15:17.3, 000:08:22.242,4194986
927,1/17/2019,15:17.6, 000:08:22.511,4211370
928,1/17/2019,15:18.6, 000:08:23.558,4194986
929,1/17/2019,15:19.0, 000:08:23.996,74410
930,1/17/2019,15:19.1, 000:08:24.074,74282
931,1/17/2019,15:19.3, 000:08:24.222,66090
932,1/17/2019,15:19.4, 000:08:24.338,618
933,1/17/2019,15:19.4, 000:08:24.393,554
934,1/17/2019,15:19.7, 000:08:24.631,682
935,1/17/2019,15:20.7, 000:08:25.633,1049258
936,1/17/2019,15:20.8, 000:08:25.697,1049250
937,1/17/2019,15:21.0, 000:08:25.966,2097830
938,1/17/2019,15:21.1, 000:08:26.081,2097826
939,1/17/2019,15:21.4, 000:08:26.362,4194986
940,1/17/2019,15:24.2, 000:08:29.110,4196010
941,1/17/2019,15:25.2, 000:08:30.185,4194986
942,1/17/2019,15:25.5, 000:08:30.423,148138
943,1/17/2019,15:25.5, 000:08:30.461,147626
944,1/17/2019,15:25.7, 000:08:30.634,131242
945,1/17/2019,15:25.8, 000:08:30.742,426
946,1/17/2019,15:25.9, 000:08:30.801,170
947,1/17/2019,15:26.1, 000:08:31.045,682
948,1/17/2019,15:27.1, 000:08:32.047,262826
949,1/17/2019,15:27.2, 000:08:32.156,262824
950,1/17/2019,15:27.4, 000:08:32.395,524969
951,1/17/2019,15:27.6, 000:08:32.526,524968
952,1/17/2019,15:27.8, 000:08:32.782,4194986
953,1/17/2019,15:28.7, 000:08:33.610,4197034
954,1/17/2019,15:28.8, 000:08:33.738,4198058
955,1/17/2019,15:29.4, 000:08:34.372,4197034
956,1/17/2019,15:29.6, 000:08:34.531,4194986
957,1/17/2019,15:29.9, 000:08:34.816,4211370
958,1/17/2019,15:30.9, 000:08:35.830,4194986
959,1/17/2019,15:31.4, 000:08:36.310,74410
960,1/17/2019,15:31.4, 000:08:36.390,74282
961,1/17/2019,15:31.6, 000:08:36.550,66090
962,1/17/2019,15:31.7, 000:08:36.653,618
963,1/17/2019,15:31.8, 000:08:36.709,554
964,1/17/2019,15:32.0, 000:08:36.946,682
965,1/17/2019,15:33.0, 000:08:37.948,1049258
966,1/17/2019,15:33.1, 000:08:38.012,1049250
967,1/17/2019,15:33.3, 000:08:38.279,2097830
968,1/17/2019,15:33.4, 000:08:38.394,2097826
969,1/17/2019,15:33.7, 000:08:38.674,4194986
970,1/17/2019,15:37.8, 000:08:42.767,4211370
971,1/17/2019,15:38.8, 000:08:43.702,4194986
972,1/17/2019,15:39.3, 000:08:44.244,4203178
973,1/17/2019,15:40.2, 000:08:45.175,4194986
974,1/17/2019,15:40.8, 000:08:45.698,37546
975,1/17/2019,15:40.8, 000:08:45.786,37514
976,1/17/2019,15:40.9, 000:08:45.866,33418
977,1/17/2019,15:41.1, 000:08:46.072,666
978,1/17/2019,15:41.2, 000:08:46.136,650
979,1/17/2019,15:41.4, 000:08:46.384,682
980,1/17/2019,15:42.4, 000:08:47.386,262826
981,1/17/2019,15:42.6, 000:08:47.499,262824
982,1/17/2019,15:42.8, 000:08:47.726,524969
983,1/17/2019,15:42.9, 000:08:47.857,524968
984,1/17/2019,15:43.2, 000:08:48.111,4194986
985,1/17/2019,15:43.9, 000:08:48.850,4196010
986,1/17/2019,15:43.9, 000:08:48.873,4198058
987,1/17/2019,15:44.9, 000:08:49.857,4196010
988,1/17/2019,15:44.9, 000:08:49.894,4194986
989,1/17/2019,15:45.2, 000:08:50.145,4211370
990,1/17/2019,15:46.2, 000:08:51.190,4194986
991,1/17/2019,15:46.7, 000:08:51.628,74410
992,1/17/2019,15:46.8, 000:08:51.713,74282
993,1/17/2019,15:46.9, 000:08:51.861,66090
994,1/17/2019,15:47.0, 000:08:51.971,618
995,1/17/2019,15:47.1, 000:08:52.028,554
996,1/17/2019,15:47.3, 000:08:52.264,682
997,1/17/2019,15:48.3, 000:08:53.267,1049258
998,1/17/2019,15:48.4, 000:08:53.330,1049250
999,1/17/2019,15:48.6, 000:08:53.595,2097830
1000,1/17/2019,15:48.8, 000:08:53.708,2097826
1001,1/17/2019,15:49.0, 000:08:53.990,4194986
1002,1/17/2019,15:51.8, 000:08:56.719,4196010
1003,1/17/2019,15:52.8, 000:08:57.792,4194986
1004,1/17/2019,15:53.1, 000:08:58.030,148138
1005,1/17/2019,15:53.1, 000:08:58.072,147626
1006,1/17/2019,15:53.3, 000:08:58.231,131242
1007,1/17/2019,15:53.4, 000:08:58.350,426
1008,1/17/2019,15:53.5, 000:08:58.410,170
1009,1/17/2019,15:53.7, 000:08:58.654,682
//END,,,,
